PRO-CTCAE System ID,PRO-CTCAE Term,FREQ,SEV,INT,AMT,PRES/ABS,pCTCAE,Verbatim
10001,"Aching joints (such as elbows, knees, shoulders)",2,1,3,n/a,n/a,35,"Aching joints: occurs occasionally, mild severity, interferes quite a bit with activities"
10001,"Aching joints (such as elbows, knees, shoulders)",2,1,4,n/a,n/a,36,"Aching joints: occurs occasionally, mild severity, interferes very much with activities"
10001,"Aching joints (such as elbows, knees, shoulders)",2,2,0,n/a,n/a,37,"Aching joints: occurs occasionally, moderate severity, does not interfere with activities"
10001,"Aching joints (such as elbows, knees, shoulders)",2,2,1,n/a,n/a,38,"Aching joints: occurs occasionally, moderate severity, interferes a little bit with activities"
10001,"Aching joints (such as elbows, knees, shoulders)",2,2,2,n/a,n/a,39,"Aching joints: occurs occasionally, moderate severity, interferes somewhat with activities"
10001,"Aching joints (such as elbows, knees, shoulders)",2,2,3,n/a,n/a,40,"Aching joints: occurs occasionally, moderate severity, interferes quite a bit with activities"
10001,"Aching joints (such as elbows, knees, shoulders)",2,2,4,n/a,n/a,41,"Aching joints: occurs occasionally, moderate severity, interferes very much with activities"
10001,"Aching joints (such as elbows, knees, shoulders)",2,3,0,n/a,n/a,42,"Aching joints: occurs occasionally, severe, does not interfere with activities"
10001,"Aching joints (such as elbows, knees, shoulders)",2,3,1,n/a,n/a,43,"Aching joints: occurs occasionally, severe, interferes a little bit with activities"
10001,"Aching joints (such as elbows, knees, shoulders)",2,3,2,n/a,n/a,44,"Aching joints: occurs occasionally, severe, interferes somewhat with activities"
10001,"Aching joints (such as elbows, knees, shoulders)",2,3,3,n/a,n/a,45,"Aching joints: occurs occasionally, severe, interferes quite a bit with activities"
10001,"Aching joints (such as elbows, knees, shoulders)",2,3,4,n/a,n/a,46,"Aching joints: occurs occasionally, severe, interferes very much with activities"
10001,"Aching joints (such as elbows, knees, shoulders)",2,4,0,n/a,n/a,47,"Aching joints: occurs occasionally, very severe, does not interfere with activities"
10001,"Aching joints (such as elbows, knees, shoulders)",2,4,1,n/a,n/a,48,"Aching joints: occurs occasionally, very severe, interferes a little bit with activities"
10001,"Aching joints (such as elbows, knees, shoulders)",2,4,2,n/a,n/a,49,"Aching joints: occurs occasionally, very severe, interferes somewhat with activities"
10001,"Aching joints (such as elbows, knees, shoulders)",2,4,3,n/a,n/a,50,"Aching joints: occurs occasionally, very severe, interferes quite a bit with activities"
10001,"Aching joints (such as elbows, knees, shoulders)",2,4,4,n/a,n/a,51,"Aching joints: occurs occasionally, very severe, interferes very much with activities"
10001,"Aching joints (such as elbows, knees, shoulders)",3,0,0,n/a,n/a,52,"Aching joints: occurs frequently, does not interfere with activities"
10001,"Aching joints (such as elbows, knees, shoulders)",3,0,1,n/a,n/a,53,"Aching joints: occurs frequently, interferes a little bit with activities"
10001,"Aching joints (such as elbows, knees, shoulders)",3,0,2,n/a,n/a,54,"Aching joints: occurs frequently, interferes somewhat with activities"
10001,"Aching joints (such as elbows, knees, shoulders)",3,0,3,n/a,n/a,55,"Aching joints: occurs frequently, interferes quite a bit with activities"
10001,"Aching joints (such as elbows, knees, shoulders)",3,0,4,n/a,n/a,56,"Aching joints: occurs frequently, interferes very much with activities"
10001,"Aching joints (such as elbows, knees, shoulders)",3,1,0,n/a,n/a,57,"Aching joints: occurs frequently, mild severity, does not interfere with activities"
10001,"Aching joints (such as elbows, knees, shoulders)",3,1,1,n/a,n/a,58,"Aching joints: occurs frequently, mild severity, interferes a little bit with activities"
10001,"Aching joints (such as elbows, knees, shoulders)",3,1,2,n/a,n/a,59,"Aching joints: occurs frequently, mild severity, interferes somewhat with activities"
10001,"Aching joints (such as elbows, knees, shoulders)",3,1,3,n/a,n/a,60,"Aching joints: occurs frequently, mild severity, interferes quite a bit with activities"
10001,"Aching joints (such as elbows, knees, shoulders)",3,1,4,n/a,n/a,61,"Aching joints: occurs frequently, mild severity, interferes very much with activities"
10001,"Aching joints (such as elbows, knees, shoulders)",3,2,0,n/a,n/a,62,"Aching joints: occurs frequently, moderate severity, does not interfere with activities"
10001,"Aching joints (such as elbows, knees, shoulders)",3,2,1,n/a,n/a,63,"Aching joints: occurs frequently, moderate severity, interferes a little bit with activities"
10001,"Aching joints (such as elbows, knees, shoulders)",3,2,2,n/a,n/a,64,"Aching joints: occurs frequently, moderate severity, interferes somewhat with activities"
10001,"Aching joints (such as elbows, knees, shoulders)",3,2,3,n/a,n/a,65,"Aching joints: occurs frequently, moderate severity, interferes quite a bit with activities"
10001,"Aching joints (such as elbows, knees, shoulders)",3,2,4,n/a,n/a,66,"Aching joints: occurs frequently, moderate severity, interferes very much with activities"
10001,"Aching joints (such as elbows, knees, shoulders)",3,3,0,n/a,n/a,67,"Aching joints: occurs frequently, severe, does not interfere with activities"
10001,"Aching joints (such as elbows, knees, shoulders)",3,3,1,n/a,n/a,68,"Aching joints: occurs frequently, severe, interferes a little bit with activities"
10001,"Aching joints (such as elbows, knees, shoulders)",3,3,2,n/a,n/a,69,"Aching joints: occurs frequently, severe, interferes somewhat with activities"
10001,"Aching joints (such as elbows, knees, shoulders)",3,3,3,n/a,n/a,70,"Aching joints: occurs frequently, severe, interferes quite a bit with activities"
10001,"Aching joints (such as elbows, knees, shoulders)",3,3,4,n/a,n/a,71,"Aching joints: occurs frequently, severe, interferes very much with activities"
10001,"Aching joints (such as elbows, knees, shoulders)",3,4,0,n/a,n/a,72,"Aching joints: occurs frequently, very severe, does not interfere with activities"
10001,"Aching joints (such as elbows, knees, shoulders)",3,4,1,n/a,n/a,73,"Aching joints: occurs frequently, very severe, interferes a little bit with activities"
10001,"Aching joints (such as elbows, knees, shoulders)",3,4,2,n/a,n/a,74,"Aching joints: occurs frequently, very severe, interferes somewhat with activities"
10001,"Aching joints (such as elbows, knees, shoulders)",3,4,3,n/a,n/a,75,"Aching joints: occurs frequently, very severe, interferes quite a bit with activities"
10001,"Aching joints (such as elbows, knees, shoulders)",3,4,4,n/a,n/a,76,"Aching joints: occurs frequently, very severe, interferes very much with activities"
10001,"Aching joints (such as elbows, knees, shoulders)",4,0,0,n/a,n/a,77,"Aching joints: occurs almost constantly, does not interfere with activities"
10001,"Aching joints (such as elbows, knees, shoulders)",4,0,1,n/a,n/a,78,"Aching joints: occurs almost constantly, interferes a little bit with activities"
10001,"Aching joints (such as elbows, knees, shoulders)",4,0,2,n/a,n/a,79,"Aching joints: occurs almost constantly, interferes somewhat with activities"
10001,"Aching joints (such as elbows, knees, shoulders)",4,0,3,n/a,n/a,80,"Aching joints: occurs almost constantly, interferes quite a bit with activities"
10001,"Aching joints (such as elbows, knees, shoulders)",4,0,4,n/a,n/a,81,"Aching joints: occurs almost constantly, interferes very much with activities"
10001,"Aching joints (such as elbows, knees, shoulders)",4,1,0,n/a,n/a,82,"Aching joints: occurs almost constantly, mild severity, does not interfere with activities"
10001,"Aching joints (such as elbows, knees, shoulders)",4,1,1,n/a,n/a,83,"Aching joints: occurs almost constantly, mild severity, interferes a little bit with activities"
10001,"Aching joints (such as elbows, knees, shoulders)",4,1,2,n/a,n/a,84,"Aching joints: occurs almost constantly, mild severity, interferes somewhat with activities"
10001,"Aching joints (such as elbows, knees, shoulders)",4,1,3,n/a,n/a,85,"Aching joints: occurs almost constantly, mild severity, interferes quite a bit with activities"
10001,"Aching joints (such as elbows, knees, shoulders)",4,1,4,n/a,n/a,86,"Aching joints: occurs almost constantly, mild severity, interferes very much with activities"
10001,"Aching joints (such as elbows, knees, shoulders)",4,2,0,n/a,n/a,87,"Aching joints: occurs almost constantly, moderate severity, does not interfere with activities"
10001,"Aching joints (such as elbows, knees, shoulders)",4,2,1,n/a,n/a,88,"Aching joints: occurs almost constantly, moderate severity, interferes a little bit with activities"
10001,"Aching joints (such as elbows, knees, shoulders)",4,2,2,n/a,n/a,89,"Aching joints: occurs almost constantly, moderate severity, interferes somewhat with activities"
10001,"Aching joints (such as elbows, knees, shoulders)",4,2,3,n/a,n/a,90,"Aching joints: occurs almost constantly, moderate severity, interferes quite a bit with activities"
10001,"Aching joints (such as elbows, knees, shoulders)",4,2,4,n/a,n/a,91,"Aching joints: occurs almost constantly, moderate severity, interferes very much with activities"
10001,"Aching joints (such as elbows, knees, shoulders)",4,3,0,n/a,n/a,92,"Aching joints: occurs almost constantly, severe, does not interfere with activities"
10001,"Aching joints (such as elbows, knees, shoulders)",4,3,1,n/a,n/a,93,"Aching joints: occurs almost constantly, severe, interferes a little bit with activities"
10001,"Aching joints (such as elbows, knees, shoulders)",4,3,2,n/a,n/a,94,"Aching joints: occurs almost constantly, severe, interferes somewhat with activities"
10001,"Aching joints (such as elbows, knees, shoulders)",4,3,3,n/a,n/a,95,"Aching joints: occurs almost constantly, severe, interferes quite a bit with activities"
10001,"Aching joints (such as elbows, knees, shoulders)",4,3,4,n/a,n/a,96,"Aching joints: occurs almost constantly, severe, interferes very much with activities"
10001,"Aching joints (such as elbows, knees, shoulders)",4,4,0,n/a,n/a,97,"Aching joints: occurs almost constantly, very severe, does not interfere with activities"
10001,"Aching joints (such as elbows, knees, shoulders)",4,4,1,n/a,n/a,98,"Aching joints: occurs almost constantly, very severe, interferes a little bit with activities"
10001,"Aching joints (such as elbows, knees, shoulders)",4,4,2,n/a,n/a,99,"Aching joints: occurs almost constantly, very severe, interferes somewhat with activities"
10001,"Aching joints (such as elbows, knees, shoulders)",4,4,3,n/a,n/a,100,"Aching joints: occurs almost constantly, very severe, interferes quite a bit with activities"
10001,"Aching joints (such as elbows, knees, shoulders)",4,4,4,n/a,n/a,101,"Aching joints: occurs almost constantly, very severe, interferes very much with activities"
10002,Aching muscles,0,0,0,n/a,n/a,0,
10002,Aching muscles,1,0,0,n/a,n/a,0,
10002,Aching muscles,1,0,1,n/a,n/a,104,"Aching muscles: occurs rarely, interferes a little bit with activities"
10002,Aching muscles,1,0,2,n/a,n/a,105,"Aching muscles: occurs rarely, interferes somewhat with activities"
10002,Aching muscles,1,0,3,n/a,n/a,106,"Aching muscles: occurs rarely, interferes quite a bit with activities"
10002,Aching muscles,1,0,4,n/a,n/a,107,"Aching muscles: occurs rarely, interferes very much with activities"
10002,Aching muscles,1,1,0,n/a,n/a,108,"Aching muscles: occurs rarely, mild severity, does not interfere with activities"
10002,Aching muscles,1,1,1,n/a,n/a,109,"Aching muscles: occurs rarely, mild severity, interferes a little bit with activities"
10002,Aching muscles,1,1,2,n/a,n/a,110,"Aching muscles: occurs rarely, mild severity, interferes somewhat with activities"
10002,Aching muscles,1,1,3,n/a,n/a,111,"Aching muscles: occurs rarely, mild severity, interferes quite a bit with activities"
10002,Aching muscles,1,1,4,n/a,n/a,112,"Aching muscles: occurs rarely, mild severity, interferes very much with activities"
10002,Aching muscles,1,2,0,n/a,n/a,113,"Aching muscles: occurs rarely, moderate severity, does not interfere with activities"
10002,Aching muscles,1,2,1,n/a,n/a,114,"Aching muscles: occurs rarely, moderate severity, interferes a little bit with activities"
10002,Aching muscles,1,2,2,n/a,n/a,115,"Aching muscles: occurs rarely, moderate severity, interferes somewhat with activities"
10002,Aching muscles,1,2,3,n/a,n/a,116,"Aching muscles: occurs rarely, moderate severity, interferes quite a bit with activities"
10002,Aching muscles,1,2,4,n/a,n/a,117,"Aching muscles: occurs rarely, moderate severity, interferes very much with activities"
10002,Aching muscles,1,3,0,n/a,n/a,118,"Aching muscles: occurs rarely, severe, does not interfere with activities"
10002,Aching muscles,1,3,1,n/a,n/a,119,"Aching muscles: occurs rarely, severe, interferes a little bit with activities"
10002,Aching muscles,1,3,2,n/a,n/a,120,"Aching muscles: occurs rarely, severe, interferes somewhat with activities"
10002,Aching muscles,1,3,3,n/a,n/a,121,"Aching muscles: occurs rarely, severe, interferes quite a bit with activities"
10002,Aching muscles,1,3,4,n/a,n/a,122,"Aching muscles: occurs rarely, severe, interferes very much with activities"
10002,Aching muscles,1,4,0,n/a,n/a,123,"Aching muscles: occurs rarely, very severe, does not interfere with activities"
10002,Aching muscles,1,4,1,n/a,n/a,124,"Aching muscles: occurs rarely, very severe, interferes a little bit with activities"
10002,Aching muscles,1,4,2,n/a,n/a,125,"Aching muscles: occurs rarely, very severe, interferes somewhat with activities"
10002,Aching muscles,1,4,3,n/a,n/a,126,"Aching muscles: occurs rarely, very severe, interferes quite a bit with activities"
10002,Aching muscles,1,4,4,n/a,n/a,127,"Aching muscles: occurs rarely, very severe, interferes very much with activities"
10002,Aching muscles,2,0,0,n/a,n/a,0,
10002,Aching muscles,2,0,1,n/a,n/a,129,"Aching muscles: occurs occasionally, interferes a little bit with activities"
10002,Aching muscles,2,0,2,n/a,n/a,130,"Aching muscles: occurs occasionally, interferes somewhat with activities"
10002,Aching muscles,2,0,3,n/a,n/a,131,"Aching muscles: occurs occasionally, interferes quite a bit with activities"
10002,Aching muscles,2,0,4,n/a,n/a,132,"Aching muscles: occurs occasionally, interferes very much with activities"
10002,Aching muscles,2,1,0,n/a,n/a,133,"Aching muscles: occurs occasionally, mild severity, does not interfere with activities"
10002,Aching muscles,2,1,1,n/a,n/a,134,"Aching muscles: occurs occasionally, mild severity, interferes a little bit with activities"
10002,Aching muscles,2,1,2,n/a,n/a,135,"Aching muscles: occurs occasionally, mild severity, interferes somewhat with activities"
10002,Aching muscles,2,1,3,n/a,n/a,136,"Aching muscles: occurs occasionally, mild severity, interferes quite a bit with activities"
10002,Aching muscles,2,1,4,n/a,n/a,137,"Aching muscles: occurs occasionally, mild severity, interferes very much with activities"
10002,Aching muscles,2,2,0,n/a,n/a,138,"Aching muscles: occurs occasionally, moderate severity, does not interfere with activities"
10002,Aching muscles,2,2,1,n/a,n/a,139,"Aching muscles: occurs occasionally, moderate severity, interferes a little bit with activities"
10002,Aching muscles,2,2,2,n/a,n/a,140,"Aching muscles: occurs occasionally, moderate severity, interferes somewhat with activities"
10002,Aching muscles,2,2,3,n/a,n/a,141,"Aching muscles: occurs occasionally, moderate severity, interferes quite a bit with activities"
10002,Aching muscles,2,2,4,n/a,n/a,142,"Aching muscles: occurs occasionally, moderate severity, interferes very much with activities"
10002,Aching muscles,2,3,0,n/a,n/a,143,"Aching muscles: occurs occasionally, severe, does not interfere with activities"
10002,Aching muscles,2,3,1,n/a,n/a,144,"Aching muscles: occurs occasionally, severe, interferes a little bit with activities"
10002,Aching muscles,2,3,2,n/a,n/a,145,"Aching muscles: occurs occasionally, severe, interferes somewhat with activities"
10002,Aching muscles,2,3,3,n/a,n/a,146,"Aching muscles: occurs occasionally, severe, interferes quite a bit with activities"
10002,Aching muscles,2,3,4,n/a,n/a,147,"Aching muscles: occurs occasionally, severe, interferes very much with activities"
10002,Aching muscles,2,4,0,n/a,n/a,148,"Aching muscles: occurs occasionally, very severe, does not interfere with activities"
10002,Aching muscles,2,4,1,n/a,n/a,149,"Aching muscles: occurs occasionally, very severe, interferes a little bit with activities"
10002,Aching muscles,2,4,2,n/a,n/a,150,"Aching muscles: occurs occasionally, very severe, interferes somewhat with activities"
10002,Aching muscles,2,4,3,n/a,n/a,151,"Aching muscles: occurs occasionally, very severe, interferes quite a bit with activities"
10002,Aching muscles,2,4,4,n/a,n/a,152,"Aching muscles: occurs occasionally, very severe, interferes very much with activities"
10002,Aching muscles,3,0,0,n/a,n/a,153,"Aching muscles: occurs frequently, does not interfere with activities"
10002,Aching muscles,3,0,1,n/a,n/a,154,"Aching muscles: occurs frequently, interferes a little bit with activities"
10002,Aching muscles,3,0,2,n/a,n/a,155,"Aching muscles: occurs frequently, interferes somewhat with activities"
10002,Aching muscles,3,0,3,n/a,n/a,156,"Aching muscles: occurs frequently, interferes quite a bit with activities"
10002,Aching muscles,3,0,4,n/a,n/a,157,"Aching muscles: occurs frequently, interferes very much with activities"
10002,Aching muscles,3,1,0,n/a,n/a,158,"Aching muscles: occurs frequently, mild severity, does not interfere with activities"
10002,Aching muscles,3,1,1,n/a,n/a,159,"Aching muscles: occurs frequently, mild severity, interferes a little bit with activities"
10002,Aching muscles,3,1,2,n/a,n/a,160,"Aching muscles: occurs frequently, mild severity, interferes somewhat with activities"
10002,Aching muscles,3,1,3,n/a,n/a,161,"Aching muscles: occurs frequently, mild severity, interferes quite a bit with activities"
10002,Aching muscles,3,1,4,n/a,n/a,162,"Aching muscles: occurs frequently, mild severity, interferes very much with activities"
10002,Aching muscles,3,2,0,n/a,n/a,163,"Aching muscles: occurs frequently, moderate severity, does not interfere with activities"
10002,Aching muscles,3,2,1,n/a,n/a,164,"Aching muscles: occurs frequently, moderate severity, interferes a little bit with activities"
10002,Aching muscles,3,2,2,n/a,n/a,165,"Aching muscles: occurs frequently, moderate severity, interferes somewhat with activities"
10002,Aching muscles,3,2,3,n/a,n/a,166,"Aching muscles: occurs frequently, moderate severity, interferes quite a bit with activities"
10002,Aching muscles,3,2,4,n/a,n/a,167,"Aching muscles: occurs frequently, moderate severity, interferes very much with activities"
10002,Aching muscles,3,3,0,n/a,n/a,168,"Aching muscles: occurs frequently, severe, does not interfere with activities"
10002,Aching muscles,3,3,1,n/a,n/a,169,"Aching muscles: occurs frequently, severe, interferes a little bit with activities"
10002,Aching muscles,3,3,2,n/a,n/a,170,"Aching muscles: occurs frequently, severe, interferes somewhat with activities"
10002,Aching muscles,3,3,3,n/a,n/a,171,"Aching muscles: occurs frequently, severe, interferes quite a bit with activities"
10002,Aching muscles,3,3,4,n/a,n/a,172,"Aching muscles: occurs frequently, severe, interferes very much with activities"
10002,Aching muscles,3,4,0,n/a,n/a,173,"Aching muscles: occurs frequently, very severe, does not interfere with activities"
10002,Aching muscles,3,4,1,n/a,n/a,174,"Aching muscles: occurs frequently, very severe, interferes a little bit with activities"
10002,Aching muscles,3,4,2,n/a,n/a,175,"Aching muscles: occurs frequently, very severe, interferes somewhat with activities"
10002,Aching muscles,3,4,3,n/a,n/a,176,"Aching muscles: occurs frequently, very severe, interferes quite a bit with activities"
10002,Aching muscles,3,4,4,n/a,n/a,177,"Aching muscles: occurs frequently, very severe, interferes very much with activities"
10002,Aching muscles,4,0,0,n/a,n/a,178,"Aching muscles: occurs almost constantly, does not interfere with activities"
10002,Aching muscles,4,0,1,n/a,n/a,179,"Aching muscles: occurs almost constantly, interferes a little bit with activities"
10002,Aching muscles,4,0,2,n/a,n/a,180,"Aching muscles: occurs almost constantly, interferes somewhat with activities"
10002,Aching muscles,4,0,3,n/a,n/a,181,"Aching muscles: occurs almost constantly, interferes quite a bit with activities"
10002,Aching muscles,4,0,4,n/a,n/a,182,"Aching muscles: occurs almost constantly, interferes very much with activities"
10002,Aching muscles,4,1,0,n/a,n/a,183,"Aching muscles: occurs almost constantly, mild severity, does not interfere with activities"
10002,Aching muscles,4,1,1,n/a,n/a,184,"Aching muscles: occurs almost constantly, mild severity, interferes a little bit with activities"
10002,Aching muscles,4,1,2,n/a,n/a,185,"Aching muscles: occurs almost constantly, mild severity, interferes somewhat with activities"
10002,Aching muscles,4,1,3,n/a,n/a,186,"Aching muscles: occurs almost constantly, mild severity, interferes quite a bit with activities"
10002,Aching muscles,4,1,4,n/a,n/a,187,"Aching muscles: occurs almost constantly, mild severity, interferes very much with activities"
10002,Aching muscles,4,2,0,n/a,n/a,188,"Aching muscles: occurs almost constantly, moderate severity, does not interfere with activities"
10002,Aching muscles,4,2,1,n/a,n/a,189,"Aching muscles: occurs almost constantly, moderate severity, interferes a little bit with activities"
10002,Aching muscles,4,2,2,n/a,n/a,190,"Aching muscles: occurs almost constantly, moderate severity, interferes somewhat with activities"
10002,Aching muscles,4,2,3,n/a,n/a,191,"Aching muscles: occurs almost constantly, moderate severity, interferes quite a bit with activities"
10002,Aching muscles,4,2,4,n/a,n/a,192,"Aching muscles: occurs almost constantly, moderate severity, interferes very much with activities"
10002,Aching muscles,4,3,0,n/a,n/a,193,"Aching muscles: occurs almost constantly, severe, does not interfere with activities"
10002,Aching muscles,4,3,1,n/a,n/a,194,"Aching muscles: occurs almost constantly, severe, interferes a little bit with activities"
10002,Aching muscles,4,3,2,n/a,n/a,195,"Aching muscles: occurs almost constantly, severe, interferes somewhat with activities"
10002,Aching muscles,4,3,3,n/a,n/a,196,"Aching muscles: occurs almost constantly, severe, interferes quite a bit with activities"
10002,Aching muscles,4,3,4,n/a,n/a,197,"Aching muscles: occurs almost constantly, severe, interferes very much with activities"
10002,Aching muscles,4,4,0,n/a,n/a,198,"Aching muscles: occurs almost constantly, very severe, does not interfere with activities"
10002,Aching muscles,4,4,1,n/a,n/a,199,"Aching muscles: occurs almost constantly, very severe, interferes a little bit with activities"
10002,Aching muscles,4,4,2,n/a,n/a,200,"Aching muscles: occurs almost constantly, very severe, interferes somewhat with activities"
10002,Aching muscles,4,4,3,n/a,n/a,201,"Aching muscles: occurs almost constantly, very severe, interferes quite a bit with activities"
10002,Aching muscles,4,4,4,n/a,n/a,202,"Aching muscles: occurs almost constantly, very severe, interferes very much with activities"
10003,Acne or pimples on the face or chest,n/a,0,n/a,n/a,n/a,0,
10003,Acne or pimples on the face or chest,n/a,1,n/a,n/a,n/a,204,Acne or pimples on the face or chest: mild severity
10003,Acne or pimples on the face or chest,n/a,2,n/a,n/a,n/a,205,Acne or pimples on the face or chest: moderate severity
10003,Acne or pimples on the face or chest,n/a,3,n/a,n/a,n/a,206,Acne or pimples on the face or chest: severe
10003,Acne or pimples on the face or chest,n/a,4,n/a,n/a,n/a,207,Acne or pimples on the face or chest: very severe
10004,Anxiety,0,0,0,n/a,n/a,0,
10004,Anxiety,1,0,0,n/a,n/a,0,
10004,Anxiety,1,0,1,n/a,n/a,210,"Anxiety: occurs rarely, interferes a little bit with activities"
10004,Anxiety,1,0,2,n/a,n/a,211,"Anxiety: occurs rarely, interferes somewhat with activities"
10004,Anxiety,1,0,3,n/a,n/a,212,"Anxiety: occurs rarely, interferes quite a bit with activities"
10004,Anxiety,1,0,4,n/a,n/a,213,"Anxiety: occurs rarely, interferes very much with activities"
10004,Anxiety,1,1,0,n/a,n/a,214,"Anxiety: occurs rarely, mild severity, does not interfere with activities"
10004,Anxiety,1,1,1,n/a,n/a,215,"Anxiety: occurs rarely, mild severity, interferes a little bit with activities"
10004,Anxiety,1,1,2,n/a,n/a,216,"Anxiety: occurs rarely, mild severity, interferes somewhat with activities"
10004,Anxiety,1,1,3,n/a,n/a,217,"Anxiety: occurs rarely, mild severity, interferes quite a bit with activities"
10004,Anxiety,1,1,4,n/a,n/a,218,"Anxiety: occurs rarely, mild severity, interferes very much with activities"
10004,Anxiety,1,2,0,n/a,n/a,219,"Anxiety: occurs rarely, moderate severity, does not interfere with activities"
10004,Anxiety,1,2,1,n/a,n/a,220,"Anxiety: occurs rarely, moderate severity, interferes a little bit with activities"
10004,Anxiety,1,2,2,n/a,n/a,221,"Anxiety: occurs rarely, moderate severity, interferes somewhat with activities"
10004,Anxiety,1,2,3,n/a,n/a,222,"Anxiety: occurs rarely, moderate severity, interferes quite a bit with activities"
10004,Anxiety,1,2,4,n/a,n/a,223,"Anxiety: occurs rarely, moderate severity, interferes very much with activities"
10004,Anxiety,1,3,0,n/a,n/a,224,"Anxiety: occurs rarely, severe, does not interfere with activities"
