llt_code,llt_name,pt_code,llt_whoart_code,llt_harts_code,llt_costart_sym,llt_icd9_code,llt_icd9cm_code,llt_icd10_code,llt_currency,llt_jart_code
10000061,Abdominal distension gaseous,10000060,711004,,,,,,Y,81402
10000062,Abdominal distress,10000059,268003,,DYSPEPSIA,,,,Y,81218
10000064,Abdominal flaccidity,10021118,,,,,,,Y,1164
10000065,Abdominal fullness,10000060,,,,,,,Y,
10000066,Abdominal guarding,10000090,,,,,,,Y,
10000067,Abdominal hernia acquired,10060954,,,,,,,Y,
10000068,Abdominal hernia NOS,10060954,,,,,,,Y,
10000069,Abdominal hernia NOS gangrenous,10060922,,,,,,,Y,
10000070,"Abdominal hernia NOS, obstructive",10060923,,,,,,,Y,
10000071,Abdominal hernia of specified site,10060954,,,,,,,Y,
10000074,Abdominal herniation,10060954,,,,,,,Y,82901
10000075,Abdominal hysterectomy,10021151,,,,,,,Y,
10000076,Abdominal injury NOS,10060924,,,,,,,Y,
10000077,Abdominal mass,10000077,,,,,,,Y,
10000078,Abdominal mass NOS,10000077,,,,,,,Y,
10000079,Abdominal noises,10067715,,,,,,,Y,
10000080,"Abdominal or pelvic swelling, mass, or lump",10000077,,,,789.3,789.3,,N,
10000081,Abdominal pain,10000081,268001,3880,PAIN ABDO,789,789,,Y,812
10000082,Abdominal pain generalised,10000081,,,,,,,Y,
10000083,Abdominal pain localised,10000081,,,,,,,Y,
10000084,Abdominal pain lower,10000084,268007,,PAIN ABDO,,,,Y,81210
10000085,Abdominal pain NOS,10000081,,,,,,,Y,
10000086,Abdominal pain peptic ulcer type,10000087,,,PEPTIC ULCER SYND,,,,Y,
10000087,Abdominal pain upper,10000087,268009,,PAIN ABDO,,,,Y,81212
10000088,Abdominal pregnancy,10014166,,,,633,633,,Y,
10000089,Abdominal rebound,10052489,,,,,,,Y,
10000090,Abdominal rigidity,10000090,,,,789.4,789.4,,Y,
10000091,Abdominal scan NOS,10061936,,,,,,,Y,
10000092,Abdominal scan NOS abnormal,10061502,,,,,,,Y,
10000093,Abdominal scan NOS normal,10061937,,,,,,,Y,
10000094,Abdominal sinus repair,10000094,,,,,,,Y,
10000095,Abdominal symptom NOS,10060926,,,,,,,Y,
10000096,Abdominal syndrome acute,10000647,,10,ABDO SYND ACUTE,,,,Y,
10000097,Abdominal tenderness,10000097,,,,,789.6,,Y,
10000098,Abdominal transposition,10000098,,,,,,,Y,
10000099,Abdominal wall abscess,10000099,,,,,,,Y,
10000100,Abdominal wall abscess drainage,10000279,,,,,,,Y,
10000101,Abdominal wall anomaly,10000101,,,,,,,Y,
10000102,Abdominal wall biopsy,10004721,,,,,,,Y,
10000103,Abdominal wall biopsy abnormal,10004722,,,,,,,Y,
10000104,Abdominal wall biopsy normal,10004723,,,,,,,Y,
10000105,Abdominal wall operation NOS,10061611,,,,,,,Y,
10000106,Abdominal wall strained,10050031,,,,,,,Y,17216
10000107,Abdominal wind,10016766,,,,,,,Y,
10000108,Abdomino-perineal resection of rectum,10038616,,,,,,,Y,
10000109,Abdominocentesis,10059486,,,,,,,Y,
10000110,Abducens paralysis,10047641,,,,,,,N,85001
10000111,Abducent nerve operation,10000111,,,,,,,Y,
10000112,Abducent nerve paralysis,10047641,,,,,,,Y,
10000113,ABGs abnormal,10005539,,,,,,,Y,
10000114,ABGs normal,10005540,,,,,,,Y,
10000115,Abnormal arterial blood gases,10005539,,,,,790.91,,Y,
10000116,"Abnormal auditory perception, unspecified",10019245,,,,,388.4,,Y,
10000118,Abnormal behaviour NOS,10061422,,,,,,,Y,
10000119,Abnormal bowel sounds,10067715,,,,787.5,787.5,,Y,
10000120,Abnormal chest sounds,10064780,,,,786.7,786.7,,Y,
10000121,Abnormal chest sounds NOS,10064780,,,,,,,Y,
10000122,Abnormal coagulation profile,10063557,,,,,790.92,,Y,
10000123,Abnormal complement fixation,10010133,,,,,,,Y,
10000124,Abnormal dark adaptation curve,10029404,,,,,368.63,,N,
10000125,Abnormal dreams,10000125,,1475,DREAM ABNORM,,,,Y,
10000126,Abnormal ECG,10014363,,,,,,,Y,
10000127,Abnormal EEG,10014408,,,,,,,Y,
10000128,Abnormal ejaculation,10014326,,1665,EJACULAT ABNORM,,,,Y,
10000129,Abnormal EKG,10014363,,,,,,,N,
10000130,Abnormal electroencephalogram,10014408,,1650,EEG ABNORM,,,,Y,
10000131,Abnormal EMG,10014431,,,,,,,Y,
10000132,Abnormal eye movements NOS,10061129,,,,,,,Y,
10000133,Abnormal faeces,10000133,,,,787.7,,,Y,
10000134,Abnormal feces,10000133,,,,,787.7,,Y,
10000136,Abnormal gait,10017577,,2060,GAIT ABNORM,,,,Y,
10000137,Abnormal glucose tolerance,10018429,,,,,,,Y,
10000138,Abnormal glucose tolerance in pregnancy,10018430,,,,,,,Y,
10000139,"Abnormal glucose tolerance of mother, antepartum",10018430,,,,,648.83,,Y,
10000140,"Abnormal glucose tolerance of mother, comp pregnancy, childbirth, or the puerp, unspec as to eoc",10018430,,,,,648.8,,N,
10000141,"Abnormal glucose tolerance of mother, complicating pregnancy, childbirth, or the puerperium",10018430,,,,648.8,648.8,,N,
10000142,"Abnormal glucose tolerance of mother, postpartum",10018430,,,,,648.84,,Y,
10000143,"Abnormal glucose tolerance of mother, with delivery",10018430,,,,,648.81,,N,
10000144,"Abnormal glucose tolerance of mother, with delivery, with mention of postpartum complication",10018430,,,,,648.82,,N,
10000145,Abnormal glucose tolerance test,10018433,,,,790.2,790.2,,Y,
10000146,Abnormal glucose tolerance test (excl DM),10018433,,,,,,,Y,
10000147,Abnormal hair growth,10019044,,,,,,,Y,1169
10000148,Abnormal hard tissue formation in pulp,10012328,,,,522.3,522.3,,Y,
10000149,"Abnormal heart sounds, other",10019311,,,,,,,N,
10000150,Abnormal innervation syndrome of eyelid,10061312,,,,,374.43,,Y,
10000151,Abnormal involuntary movements,10013916,,,,781,781,,Y,
10000152,Abnormal labor,10000153,,3075,LABOR ABNORM,,,,Y,
10000153,Abnormal labour,10000153,,,,,,,Y,
10000154,Abnormal labour affecting foetus,10000154,,,,,,,Y,
10000155,Abnormal LE test,10024062,,3115,LE TEST ABNORM,,,,Y,
10000156,Abnormal LFTs,10024690,,,,,,,Y,
10000157,Abnormal lipid profile,10024588,,,,,,,Y,
10000158,Abnormal liver function tests,10024690,,,,,,,Y,
10000159,Abnormal loss of weight,10000159,,,,783.2,783.2,,Y,
10000160,Abnormal orgasm (female),10016405,,,,,,,Y,
10000161,Abnormal orgasm (male),10025513,,,,,,,Y,
10000162,Abnormal palmar/plantar creases,10000162,,,,,,,Y,
10000163,Abnormal physical sensation,10040026,,,,,,,Y,1252
10000164,Abnormal pigment,10062080,,,,,,,Y,
10000165,Abnormal pigmentation,10062080,,,,,,,Y,
10000166,Abnormal platelet function,10061539,,,,,,,Y,
10000167,Abnormal platelets,10035532,,4165,PLAT ABNORM,,,,Y,
10000168,Abnormal product of conception NOS,10060927,,,,,,,Y,
10000169,"Abnormal pupillary function, unspecified",10037521,,,,,379.4,,N,
10000170,Abnormal reflex,10038254,,,,796.1,796.1,,Y,
10000172,Abnormal retinal correspondence,10047571,,,,,368.34,,Y,
10000173,Abnormal sensation in eye,10000173,,,,,,,Y,
10000174,Abnormal sensation of limbs,10040026,,,,,,,Y,29513
10000175,Abnormal single palmar crease,10000162,,,,,,,Y,
10000177,Abnormal sleep-related event NOS,10061613,,,,,,,Y,
10000179,Abnormal spermatozoa,10041498,,,,,,,Y,
10000180,Abnormal sputum,10060991,,,,786.4,786.4,,Y,
10000181,Abnormal stools,10000133,,4812,STOOL ABNORM,,,,Y,
10000182,Abnormal thinking,10043431,,,,,,,Y,
10000183,Abnormal thymol turbidity test,10043668,,,,,,,Y,
10000184,Abnormal touch sensation,10033775,,,,,,,Y,
10000185,Abnormal uterine contractions affecting fetus or newborn,10061400,,,,763.7,763.7,,N,
10000186,Abnormal vision,10047571,,5420,VISION ABNORM,,,,Y,
10000187,Abnormal vision NOS,10047571,,,,,,,Y,
10000188,Abnormal weight gain,10000188,,,,783.1,783.1,,Y,
10000189,Abnormal words or word usage NOS,10041466,,,,,,,Y,
10000194,Abnormalities of size and form of teeth,10044046,,,,520.2,520.2,,N,
10000195,Abnormalities of the hair,10019037,,,,704.2,704.2,,N,
10000197,Abnormality of accommodation,10000389,,45,ACCOMMODATION ABNORM,,,,Y,
10000198,Abnormality of forces of labor,10000153,,,,,661,,Y,
10000199,Abnormality of forces of labour,10000153,,,,661,,,Y,
10000200,Abnormality of gait,10017577,,,,781.2,781.2,,Y,
10000201,"Abnormality of organs and soft tissues of pelvis comp pregnancy, childbirth, or the puerp",10061483,,,,654,654,,N,
10000202,Abnormality of red blood cells,10061548,,,,790,790,,Y,
10000203,Abnormality of secretion of gastrin,10061165,,,,251.5,251.5,,Y,
10000204,Abnormality of secretion of glucagon,10061186,,,,251.4,251.4,,Y,
10000205,ABO haemolytic disease of newborn,10000205,,,,,,,Y,
10000206,ABO incompatibility,10000206,,,,,,,Y,
10000207,"ABO incompatibility reaction, not elsewhere classified",10000206,,,,999.6,999.6,,N,
10000208,ABO isoimmunization,10000206,,,,,,,Y,
10000209,Aborted pregnancy,10000209,,,,,,,Y,
10000210,Abortion,10000210,634001,15,ABORTION,,,,Y,903
10000212,Abortion complete complicated,10000212,,,,,,,Y,
10000213,Abortion complete incomplete missed etc,10000210,,,ABORTION,,,,N,
10000214,Abortion complete NOS,10061614,,,,,,,Y,
10000215,Abortion complicated NOS,10061615,,,,,,,Y,
10000216,Abortion failed,10053191,,,,,,,N,
10000217,Abortion incomplete,10000217,,,,,,,Y,
10000218,Abortion incomplete complicated,10000218,,,,,,,Y,
10000219,Abortion incomplete NOS,10000217,,,,,,,Y,
10000220,Abortion induced,10000220,,,,,,,Y,
10000221,Abortion induced complete complicated,10000221,,,,,,,Y,
10000222,Abortion induced complete NOS,10060928,,,,,,,Y,
10000223,Abortion induced complicated,10000223,,,,,,,Y,
10000224,Abortion induced illegally,10000220,,,,,,,Y,
10000225,Abortion induced incomplete complicated,10000225,,,,,,,Y,
10000226,Abortion induced incomplete NOS,10053984,,,,,,,Y,
10000227,Abortion induced NOS,10000220,,,,,,,Y,
10000228,Abortion infected,10000228,,,,,,,Y,
10000229,Abortion infective,10000228,,,,,,,Y,
10000230,Abortion missed,10000230,635001,,ABORTION,,,,Y,184
10000231,Abortion NOS,10000210,,,,,,,Y,
10000234,Abortion spontaneous,10000234,,,,,,,Y,
10000236,Abortion spontaneous complete complicated,10000236,,,,,,,Y,
10000237,Abortion spontaneous complete NOS,10061616,,,,,,,Y,
10000238,Abortion spontaneous complicated,10000238,,,,,,,Y,
10000239,Abortion spontaneous incomplete complicated,10000239,,,,,,,Y,
10000240,Abortion spontaneous incomplete NOS,10061617,,,,,,,Y,
10000241,Abortion spontaneous NOS,10000234,,,,,,,Y,
10000242,Abortion threatened,10000242,1236001,,ABORTION,,,,Y,2328
10000243,Above knee amputation,10024124,,,,,,,Y,
10000244,ABPA,10006474,,,,,,,N,
10000245,Abrasion NOS,10049796,1708001,,,,,,Y,2452
10000246,Abrasion of hard tooth tissue,10044038,,,,521.2,,,Y,
10000247,Abrasion of teeth,10044038,,,,,521.2,,Y,
10000248,"Abrasion or friction burn of elbow, forearm, and wrist, infected",10049796,,,,913.1,913.1,,N,
10000249,"Abrasion or friction burn of elbow, forearm, and wrist, without mention of infection",10049796,,,,913,913,,N,
10000250,"Abrasion or friction burn of face, neck, and scalp except eye, infected",10049796,,,,910.1,910.1,,N,
10000251,"Abrasion or friction burn of face, neck, and scalp except eye, without mention of infection",10049796,,,,910,910,,N,
10000252,"Abrasion or friction burn of fingers, infected",10049796,,,,915.1,915.1,,N,
10000253,"Abrasion or friction burn of fingers, without mention of infection",10049796,,,,915,915,,N,
10000254,"Abrasion or friction burn of foot and toe(s), infected",10049796,,,,917.1,917.1,,N,
10000255,"Abrasion or friction burn of foot and toe(s), without mention of infection",10049796,,,,917,917,,N,
10000256,"Abrasion or friction burn of hand(s) except finger(s) alone, infected",10049796,,,,914.1,914.1,,N,
10000257,"Abrasion or friction burn of hand(s) except finger(s) alone, without mention of infection",10049796,,,,914,914,,N,
10000258,"Abrasion or friction burn of hip, thigh, leg, and ankle, infected",10049796,,,,916.1,916.1,,N,
10000259,"Abrasion or friction burn of hip, thigh, leg, and ankle, without mention of infection",10049796,,,,916,916,,N,
10000260,"Abrasion or friction burn of other, multiple, and unspecified sites, infected",10049796,,,,919.1,919.1,,N,
10000261,"Abrasion or friction burn of other, multiple, and unspecified sites, without mention of infection",10049796,,,,919,919,,N,
10000262,"Abrasion or friction burn of shoulder and upper arm, infected",10049796,,,,912.1,912.1,,N,
10000263,"Abrasion or friction burn of shoulder and upper arm, without mention of infection",10049796,,,,912,912,,N,
10000264,"Abrasion or friction burn of trunk, infected",10049796,,,,911.1,911.1,,N,
10000265,"Abrasion or friction burn of trunk, without mention of infection",10049796,,,,911,911,,N,
10000266,Abrasions,10049796,,,,,,,Y,
10000267,Abruptio placentae,10036608,660003,,PLACENTA DIS,,,,Y,58301
10000268,Abscences,10034759,1208001,,CONVULS,,,,N,2298
10000269,Abscess,10000269,887001,20,ABSCESS,,,,Y,942
10000270,Abscess anorectal,10048947,,,,,,,Y,
10000271,Abscess apocrine gland,10000318,,,,,,,Y,
10000272,Abscess bacterial,10000272,,,INFECT BACT,,,,Y,
10000273,Abscess bacterial NOS,10000272,,,,,,,Y,
10000274,Abscess Bartholin's,10004138,,,,,,,Y,
10000275,Abscess breast,10006171,,,ABSCESS BREAST,,,,Y,
10000276,Abscess breast drainage,10000279,,,,,,,Y,
10000277,Abscess central nervous system NOS,10061044,,,,,,,Y,
10000278,Abscess dental,10044016,,,,,,,Y,
10000279,Abscess drainage,10000279,,,,,,,Y,
10000280,Abscess eye,10015905,,,OPHTHALMITIS,,,,Y,
10000281,Abscess genital organ (male),10034294,,,,,,,Y,
10000282,Abscess gum,10052359,,,ABSCESS PERIODONT,,,,Y,
10000283,Abscess in nose,10028720,,,,,,,Y,
10000284,Abscess injection site,10022044,,,ABSCESS INJECT SITE,,,,Y,
10000285,Abscess intestinal,10000285,,,,,,,Y,
10000286,Abscess kidney,10038351,,,ABSCESS KIDNEY,,,,Y,
10000287,Abscess NOS,10000269,,,,,,,Y,
10000288,Abscess of anal and rectal regions,10048946,,,,566,566,,N,
10000289,Abscess of Bartholin's gland,10004138,,,,616.3,616.3,,Y,
10000290,Abscess of breast associated with childbirth,10006171,,,,675.1,675.1,,Y,
10000291,"Abscess of breast associated with childbirth, delivered, with mention of postpartum complication",10006171,,,,,675.12,,N,
10000292,"Abscess of breast associated with childbirth, unspecified as to episode of care",10006171,,,,,675.1,,N,
10000293,"Abscess of breast, antepartum",10006171,,,,,675.13,,Y,
10000294,"Abscess of breast, postpartum",10006171,,,,,675.14,,Y,
10000295,Abscess of external auditory meatus,10000295,,,,,,,Y,
10000296,Abscess of external ear,10042343,,,,,,,Y,
10000297,Abscess of eyelid,10000297,,,,,373.13,,Y,
10000298,Abscess of finger,10050473,,,,,,,Y,
10000299,Abscess of intestine,10000285,,,,569.5,569.5,,Y,
10000300,Abscess of liver,10024652,,,,572,572,,Y,
10000301,Abscess of lung,10025028,,,,513,513,,Y,
10000302,Abscess of lung and mediastinum,10025028,,,,513,513,,N,
10000303,Abscess of mediastinum,10027070,,,,513.1,513.1,,Y,
10000304,Abscess of prostate,10036934,,,,601.2,601.2,,Y,
10000305,Abscess of salivary gland,10000305,,,,527.3,527.3,,Y,
10000306,Abscess of thymus,10043676,,,,254.1,254.1,,Y,
10000307,Abscess of toe,10050473,,,,,,,Y,
10000308,"Abscess of vulva, other",10047732,,,,,,,N,
10000309,Abscess on buttock,10042343,,,,,,,Y,
10000310,Abscess operations,10000279,,,,,,,Y,
10000311,Abscess oral,10000311,,,,,,,Y,
10000312,Abscess paradontal,10044016,,,ABSCESS PERIODONT,,,,N,
10000313,Abscess perinephric,10034531,,,,,,,Y,
10000314,Abscess periodontal,10044016,,,ABSCESS PERIODONT,,,,Y,
10000315,Abscess peritonsillar,10034686,,,,,,,Y,
10000316,Abscess pilonidal,10035043,,,,,,,Y,
10000317,Abscess sterile,10000317,,,ABSCESS,,,,Y,
10000318,Abscess sweat gland,10000318,,,,,,,Y,
10000320,Abscesses of skin,10042343,,,,,,,Y,
10000321,Absence attacks,10034759,,,,,,,Y,
10000322,Absence congenital,10010356,,,ANOMALY CONGEN,,,,Y,
10000323,Absence of cranial vault congenital,10010318,,,ANOMALY CONGEN CNS,,,,Y,
10000324,"Absence of ear lobe, congenital",10002654,,,,,744.21,,Y,
10000325,Absence of limbs,10024503,,,ECTROMELIA,,,,Y,
10000326,Absence of menstruation,10001928,,,,626,626,,Y,
10000327,"Absence of muscle and tendon, congenital",10010550,,,,,756.81,,N,
10000328,"Absence of salivary gland, congenital",10010620,,,,,750.21,,Y,
10000329,"Absence of vertebra, congenital",10010320,,,,,756.13,,Y,
10000330,Absence or hypoplasia of umbilical artery,10045445,,,,747.5,747.5,,N,
10000331,Absence seizure,10034759,,,CONVULS,,,,Y,
10000333,Absent ankle jerk,10003084,,,,,,,Y,
10000334,Absent ankle jerks,10003084,,,,,,,Y,
10000335,Absent bowel sounds,10067715,,,,,,,Y,
10000336,Absent limb,10024503,,,,,,,Y,
10000337,Absent limbs,10024503,,,,,,,Y,
10000338,Absent reflex,10003084,,,,,,,Y,
10000339,Absent reflexes,10003084,,,,,,,Y,
10000340,Abstains from alcohol,10000340,,,,,,,Y,
10000341,Abuse,10066169,,,DRUG DEPEND,,,,N,
10000342,Abuse NOS,10066169,,,,,,,N,
10000343,Abuse with addiction,10012335,,,DRUG DEPEND ADDICT,,,,N,
10000344,Academic underachievement,10014270,,,,,,,Y,
10000345,Academic underachievement disorder of childhood or adolescence,10014552,,,,,313.83,,Y,
10000346,Acalculia,10000346,,,,,,,Y,
10000347,Acalculous cholecystitis,10008612,,,,,,,Y,
10000348,Acanthamoeba infection NOS,10061618,,,,,,,Y,
10000349,Acanthosis,10000349,1052001,,HYPERTROPHY SKIN,,,,Y,2184
10000350,Acanthosis nigricans,10000350,,,SKIN DISCOLOR,,,,Y,
10000351,Acariasis,10000351,,,,133,133,,Y,
10000352,Acariasis NOS,10000351,,,,,,,Y,
10000353,"Acariasis, other",10000351,,,,133.8,,,N,
10000354,"Acariasis, unspecified",10000351,,,,133.9,133.9,,Y,
10000355,Acathesia,10001540,,,AKATHISIA,,,,Y,
10000357,Accelerated hair loss,10001760,,,,,,,Y,
10000358,Accelerated hypertension,10000358,,,,,,,Y,
10000359,Accelerated sexual maturation,10058084,,4608,,,,,Y,
10000360,Accelerated sexual maturity,10058084,,,SEX MAT ACCEL,,,,Y,
10000361,Accessory auricle,10000361,,,,744.1,744.1,,Y,
10000362,Accessory carpal bone,10000362,,,,,,,Y,
10000363,Accessory carpal bones,10000362,,,,,755.56,,Y,
10000364,Accessory muscle,10000364,,,,,756.82,,Y,
10000365,Accessory nerve disorder NOS,10060929,,,,,,,Y,
10000367,Accessory nipple removal,10068647,,,,,,,Y,
10000368,Accessory salivary gland,10000368,,,,,750.22,,Y,
10000369,Accident,10000369,,,INJURY ACCID,,,,Y,
10000370,Accident at home,10000370,,,,,,,Y,
10000371,Accident at school,10000369,,,,,,,Y,
10000372,Accident at work,10000372,,,,,,,Y,
10000373,Accident automobile,10039203,,,INJURY ACCID,,,,Y,
10000374,Accident cerebrovascular,10008190,,,CEREBROVASC ACCID,,,,Y,
10000375,Accident household,10000370,,,,,,,Y,
10000376,Accident in street,10000369,,,,,,,Y,
10000377,Accident NOS,10000369,,,,,,,Y,
10000378,Accidental exposure,10000378,,,,,,,Y,
10000379,Accidental ingestion,10000378,,,,,,,Y,
10000380,Accidental injury,10022116,,47,INJURY ACCID,,,,Y,
10000381,Accidental overdose,10000381,1615003,3860,OVERDOSE ACCID,,,,Y,
10000382,Accidental overdose (therapeutic agent),10000381,,,,,,,Y,
10000383,Accidental poisoning,10000383,,,,,,,Y,
10000384,"Accidental puncture or laceration during a procedure, not elsewhere classified",10058818,,,,998.2,998.2,,N,
10000385,Accommodation abnormal,10000389,202001,,ACCOMMODATION ABNORM,,,,Y,649
10000386,Accommodation dark disorder,10029404,,,BLIND NIGHT,,,,Y,
10000387,Accommodation debility,10000389,,,,,,,Y,64902
10000388,Accommodation difficulty,10000389,,,,,,,Y,64903
10000389,Accommodation disorder,10000389,202004,,ACCOMMODATION ABNORM,,,,Y,64905
10000390,Accommodation disturbance,10000389,202003,,ACCOMMODATION ABNORM,,,,Y,64906
10000391,Accommodation paralysis,10000389,202006,,ACCOMMODATION ABNORM,,,,Y,64907
10000392,Accommodation spasm,10000389,202007,,ACCOMMODATION ABNORM,,,,Y,64904
10000393,Accommodative component in esotropia,10042159,,,,,378.35,,Y,
10000394,Accomplished suicide,10010144,,,,,,,Y,
10000395,Accretions on teeth,10044029,,,,523.6,523.6,,Y,
10000396,Acetabular dysplasia,10063175,,,,,,,Y,
10000397,Acetabulum fracture,10000397,,,,,,,Y,
10000398,Acetaminophen,10060090,,,,,,,Y,
10000399,Acetaminophen decreased,10060941,,,,,,,Y,
10000400,Acetaminophen high,10060942,,,,,,,Y,
10000401,Acetaminophen increased,10060942,,,,,,,Y,
10000402,Acetaminophen normal,10060943,,,,,,,Y,
10000403,Acetoacetate,10057593,,,,,,,Y,
10000404,Acetoacetate abnormal NOS,10057598,,,,,,,Y,
10000405,Acetoacetate decreased,10057595,,,,,,,Y,
10000406,Acetoacetate high,10057594,,,,,,,Y,
10000407,Acetoacetate increased,10057594,,,,,,,Y,
10000408,Acetoacetate low,10057595,,,,,,,Y,
10000409,Acetoacetate normal,10057600,,,,,,,Y,
10000410,Acetonaemia,10000410,393006,,,,,,Y,22101
10000411,Acetone,10057593,,,,,,,Y,
10000412,Acetone abnormal NOS,10057598,,,,,,,Y,
10000413,Acetone breath,10023379,393005,,KETOSIS,,,,Y,22102
10000414,Acetone decreased,10057595,,,,,,,Y,
10000415,Acetone high,10057594,,,,,,,Y,
10000416,Acetone increased,10057594,,,,,,,Y,
10000417,Acetone normal,10057600,,,,,,,Y,
10000418,Acetonemia,10000410,,,KETOSIS,,,,Y,
10000419,Acetonuria,10023388,393004,,KETOSIS,791.6,791.6,,Y,22103
10000420,Achalasia,10030136,,,CARDIOSPASM,,,,Y,
10000421,Achalasia and cardiospasm,10007645,,,,530,530,,N,
10000422,Achalasia cardiae,10030136,1152001,,CARDIOSPASM,,,,Y,2453
10000423,Achalasia esophageal,10030136,,,CARDIOSPASM,,,,Y,
10000424,Ache,10033371,,,PAIN,,,,Y,
10000425,Ache across chest,10008479,,,,,,,Y,
10000426,Ache breast,10006298,,,PAIN BREAST,,,,Y,
10000427,Ache in testis,10043345,,,,,,,Y,
10000428,Ache NOS,10033371,,,,,,,Y,
10000429,Ache stomach,10000087,,,PAIN ABDO,,,,Y,
10000430,Ache wrists,10003239,,,,,,,Y,
10000431,Aches & pains in legs,10033425,,,,,,,Y,
10000432,Achilles bursitis or tendinitis,10043255,,,,,726.71,,N,
10000433,Achilles tendinitis,10043255,1001003,,,,,,Y,
10000434,Achilles tendon elongation,10043263,,,,,,,Y,
10000435,Achilles tendon injury,10043242,1074005,,,,,,Y,
10000436,Achilles tendon reflex decreased,10021089,,,,,,,Y,75701
10000437,Achilles tendon reflex exaggerated,10020745,,,,,,,Y,75801
10000438,Achilles tendon repair,10062121,,,,,,,Y,
10000439,Achilles tendon rupture,10043248,,,,,,,Y,
10000440,Achilles tendon sprain,10043242,,,,,,,N,
10000441,Achilles tendonitis,10043255,,,,,,,Y,
10000442,Achilles tenosynovitis,10043261,1374003,,,,,,Y,
10000443,Achillobursitis,10006811,,,,,,,Y,239401
10000444,Aching (l) knee,10003239,,,,,,,Y,
10000445,Aching (r) knee,10003239,,,,,,,Y,
