llt_code,llt_name,pt_code,llt_whoart_code,llt_harts_code,llt_costart_sym,llt_icd9_code,llt_icd9cm_code,llt_icd10_code,llt_currency,llt_jart_code
10012735,Diarrhoea,10012735,205001,,DIARRHEA,,,,Y,222
10012790,Difficult digestion,10013946,,,,,,,Y,
10012791,Difficulty breathing,10013968,,,,,,,Y,
10012792,Difficulty focusing eyes,10047513,,,VISION ABNORM,,,,Y,
10012804,Difficulty sleeping,10022437,,,,,,,Y,
10012980,Digestion impaired,10013946,279004,,DYSPEPSIA,,,,Y,38409
10013036,Diplopia,10013036,241001,1450,DIPLOPIA,368.2,368.2,,Y,807
10013069,Discharge vaginal,10046901,,,LEUKORRHEA,,,,Y,
10013075,Discoloration nail,10028692,,,NAIL DIS,,,,Y,
10013080,Discoloration urine,10008796,,,URIN ABNORM,,,,Y,
10013239,Disorder nail,10028694,,,NAIL DIS,,,,Y,
10013269,Disorder speech,10041466,,,SPEECH DIS,,,,Y,
10013276,Disorder tooth,10044034,,,TOOTH DIS,,,,Y,
10013480,Distended abdomen,10000060,,,,,,,Y,
10013483,Distorted voice,10013952,,,,,,,Y,
10013580,Dizzy,10013573,,,,,,,Y,
10013582,Dizzy spells,10013573,,,,,,,Y,
10013614,Double vision,10013036,,,,,,,Y,
10013635,Drenching sweats,10020642,,,,,,,Y,
10013639,Dribbling of urine,10046543,,,,,,,Y,
10013774,Dry eye,10013774,,1488,,,,,Y,
10013778,Dry eyes,10013774,943003,,DRY EYE,,,,Y,94502
10013794,Dryness oral,10013781,,,DRY MOUTH,,,,Y,
10013796,Dryness vaginal,10047791,,,VAGINITIS,,,,Y,
10013911,Dysgeusia,10013911,267009,,,,,,Y,85513
10013941,Dyspareunia,10013941,848001,1530,DYSPAREUNIA,625,625,,Y,511
10013944,Dyspareunia NOS,10013941,,,,,,,Y,
10013946,Dyspepsia,10013946,279001,1535,DYSPEPSIA,,,,Y,384
10013950,Dysphagia,10013950,280001,1540,DYSPHAGIA,787.2,787.2,,Y,59
10013952,Dysphonia,10013952,103001,,VOICE ALTERAT,,,,Y,66
10013963,Dyspnea,10013968,,1545,DYSPNEA,786,,,Y,
10013968,Dyspnoea,10013968,514001,,DYSPNEA,,,,Y,269
10013992,Ear ache,10014020,260001,,,,,,Y,2523
10013996,Ear buzzing,10043882,264006,,TINNITUS,,,,Y,35607
10014001,Ear crackling,10043882,,,TINNITUS,,,,Y,
10014018,Ear noises,10043882,264003,,TINNITUS,,,,Y,35604
10014020,Ear pain,10014020,260003,3915,PAIN EAR,,,,Y,252301
10014023,Ear ringing,10043882,264004,,TINNITUS,,,,Y,35605
10014024,Ear roaring,10043882,264005,,TINNITUS,,,,Y,35606
10014037,Earache,10014020,,,PAIN EAR,,,,Y,342
10014214,Edema arms,10030124,,,,,,,Y,
10014230,Edema legs,10030124,,,EDEMA PERIPH,,,,Y,
10014236,Edema of extremities,10030124,,,EDEMA PERIPH,,,,Y,
10014239,Edema of legs,10030124,,,,,,,Y,
10014251,Edema peripheral,10030124,,,EDEMA PERIPH,,,,Y,
10014263,Edematous feet,10030124,,,,,,,Y,
10014323,Ejaculation abnormal,10014326,,,EJACULAT ABNORM,,,,Y,
10014326,Ejaculation disorder,10014326,1271001,,EJACULAT ABNORM,,,,Y,2302
10014542,Emesis,10047700,228003,,VOMIT,,,,Y,6301
10014842,Enlargement abdomen,10000060,,,ABDO ENLARGE,,,,Y,
10015015,Epigastric burning,10013946,,,DYSPEPSIA,,,,Y,
10015016,Epigastric distress,10013946,,,DYSPEPSIA,,,,Y,
10015018,Epigastric fullness,10000060,,,,,,,Y,38411
10015090,Epistaxis,10015090,515001,1820,EPISTAXIS,784.7,784.7,,Y,769
10015117,Erection decreased,10061461,182004,,IMPOTENCE,,,,Y,82103
10015118,Erection failure,10061461,,,,,,,Y,
10015590,Excess sweating,10020642,,,,,,,Y,
10015591,Excess tears,10023644,,,,,,,Y,
10015667,Exhaustion,10016256,716008,,ASTHENIA,,,,Y,86405
10015886,Extremities itchy sensation of,10037087,,,,,,,Y,56410
10015906,Eye ache,10015958,,,,,,,Y,
10015921,Eye dryness,10013774,,,,,,,Y,
10015924,Eye floaters,10028623,,,VITREOUS DIS,,,,Y,
10015958,Eye pain,10015958,244001,3920,PAIN EYE,,,,Y,123
10015959,Eye painful red,10015958,,,,,,,Y,
10015968,Eye tenderness,10015958,,,,,,,Y,
10015974,Eyeball soreness,10015958,,,,,,,Y,
10016011,Eyes sensitive to sunlight,10034960,,,,,,,Y,
10016012,Eyes stinging,10015958,,,,,,,Y,
10016015,Eyes tearing,10023644,,,LACRIMATION DIS,,,,Y,
10016046,Facial flushing,10016825,,,,,,,Y,
10016059,Facial pain,10016059,,,,,,,Y,
10016092,Faecal incontinence,10016092,107001,,INCONTIN FECAL,,,,Y,827
10016252,Fatigability,10016256,,,ASTHENIA,,,,Y,80007
10016256,Fatigue,10016256,724001,,ASTHENIA,,,,Y,800
10016296,Fecal incontinence,10016092,,2890,INCONTIN FECAL,,,,Y,
10016310,Feces incontinence of,10016092,,,INCONTIN FECAL,,,,Y,
10016323,Feeling anxious,10002855,,,,,,,Y,
10016326,Feeling cold,10016326,1705007,,,,,,Y,
10016334,Feeling hot,10016334,,,,,,,Y,
10016348,Feeling of fullness in abdomen,10000060,,,,,,,Y,
10016349,Feeling of gastrointestinal fullness,10000060,,,,,,,Y,
10016350,Feeling of hot flushes,10060800,,,,,,,Y,84315
10016361,Feeling queasy,10028813,728006,,NAUSEA,,,,Y,80511
10016379,Felt faint,10013573,,,,,,,Y,
10016558,Fever,10037660,725001,1945,FEVER,,,,Y,754
10016752,Flash hot,10060800,,,VASODILAT,,,,Y,
10016758,Flashing vision,10034962,,,,,,,Y,
10016766,Flatulence,10016766,285001,2030,FLATUL,,,,Y,841
10016769,Flatus,10016766,285005,,FLATUL,,,,Y,84109
10016778,Floaters,10028623,,,,,,,Y,
10016779,Floaters in eye,10028623,,,VITREOUS DIS,,,,Y,
10016820,Flush hot,10060800,,,VASODILAT,,,,Y,
10016821,Flushed,10016825,,,,,,,Y,
10016824,Flushed skin,10016825,,,,,,,Y,
10016825,Flushing,10016825,207001,,VASODILAT,,782.62,,Y,648
10016826,Flushing of face,10016825,,,,,,,Y,
10016968,Foot edema,10030124,,,,,,,Y,
10016974,Foot pain,10033425,,,,,,,Y,
10016980,Foot ulcer,10040943,,,,,,,Y,
10017060,Forgetfulness,10027175,164005,,AMNESIA,,,,Y,22605
10017366,Frequency urinary,10036018,,,URIN FREQUENCY,,,,Y,
10017367,Frequent bowel movements,10017367,,,,,,,Y,
10017467,Fullness abdominal,10000060,285006,,FLATUL,,,,Y,84105
10017638,Gallbladder pain,10017638,,,PAIN BIL,,,,Y,
10017735,Gas,10016766,,,,,,,Y,
10017738,Gas in stomach,10016766,,,ERUCTAT,,,,Y,
10017739,Gas pain,10016766,,,PAIN ABDO,,,,Y,
10017743,Gaseousness,10016766,,,,,,,Y,
10017745,Gasping,10013968,514004,,DYSPNEA,,,,Y,26901
10017953,Gastrointestinal fullness,10000060,,2047,,,,,Y,
10017999,Gastrointestinal pain,10017999,,3921,,,,,Y,
10018241,GI pain,10017999,,,PAIN ABDO,,,,Y,
10018286,Gingival pain,10018286,,,,,,,Y,1320
10018787,Gum pain,10018286,,,,,,,Y,
10018796,Gut pain,10017999,,,,,,,Y,
10018800,Gynaecomastia,10018800,346001,,GYNECOMASTIA,,,,Y,405
10018801,Gynecomastia,10018800,,2270,GYNECOMASTIA,,,,Y,
10019050,Hair thinning,10001760,2003,,ALOPECIA,,,,Y,59407
10019111,Hand and foot syndrome,10033553,,,,,,,Y,1324
10019116,Hand pain,10033425,,,,,,,Y,
10019121,Hand swelling,10030124,,,,,,,Y,
10019195,Head fullness,10019211,109007,,HEADACHE,,,,Y,50810
10019198,Head pain,10019211,109008,,HEADACHE,,,,Y,50807
10019200,Head pressure,10019211,109009,,HEADACHE,,,,Y,50809
10019204,Head throbbing,10019211,,,,,,,Y,50814
10019297,Heart pounding,10033557,221004,,PALPITAT,,,,Y,41304
10019313,Heart throbbing,10033557,221005,,PALPITAT,,,,Y,41305
10019362,Heavy sweating,10020642,,,,,,,Y,
10019561,Hemorrhage nasal,10015090,,,EPISTAXIS,,,,Y,
10020037,Hiccough,10020039,300003,,HICCUP,786.8,786.8,,Y,36101
10020197,Hives,10046735,44005,,URTICARIA,,,,Y,49501
10020201,Hoarseness,10013952,103004,,VOICE ALTERAT,,,,Y,6603
10020468,Hunger air,10013968,,,HYPERVENTIL,,,,Y,
10020613,Hyperemesis,10047700,228004,,VOMIT,,,,Y,6303
10020625,Hyperexcitability,10001497,,,,,,,Y,
10020642,Hyperhidrosis,10020642,43004,,SWEAT,780.8,780.8,,Y,74903
10020715,Hyperpigmentation skin,10040865,36004,,SKIN DISCOLOR,,,,Y,78703
10021013,Hypohidrosis,10021013,1298003,,,,,,Y,236601
10021525,Impairment of attention,10013496,,,,,,,Y,
10021527,Impending doom,10002855,,,,,,,Y,
10021550,Impotence,10061461,182001,2885,IMPOTENCE,,,,Y,821
10021552,Impotent,10061461,,,,,,,Y,
10021573,Inability to maintain erection,10061461,,,,,,,Y,
10021574,Inability to orgasm,10002652,,,,,,,Y,
10021640,Incontinence fecal,10016092,,,INCONTIN FECAL,,,,Y,
10021641,Incontinence of feces,10016092,,,,787.6,787.6,,Y,
10021642,Incontinence of urine,10046543,,,,788.3,788.3,,Y,
10021643,Incontinence urinary,10046543,,,INCONTIN URIN,,,,Y,
10021706,Indigestion,10013946,279011,,DYSPEPSIA,,,,Y,38408
10021777,Infected ingrowing toe nail,10034016,,,,,,,Y,
10021926,Infertility,10021926,,,,,,,Y,
10022077,Injection site infiltration,10022062,,,,,,,Y,
10022095,Injection site reaction,10022095,58001,2950,INJECT SITE REACT,,,,Y,634
10022437,Insomnia,10022437,183001,2955,INSOMNIA,,,,Y,822
10022992,Irregular menstruation,10027339,,,,,,,Y,
10022993,Irregular periods,10027339,,,,,,,Y,
10022998,Irritability,10022998,188006,,NERVOUSNESS,,,,Y,42106
10023000,Irritable,10022998,,,,,,,Y,
10023082,Itch,10037087,,,,,,,Y,
10023083,Itch burning,10037087,,,,,,,Y,56403
10023084,Itching,10037087,24003,,,,,,Y,56401
10023087,Itching both hands,10037087,,,,,,,Y,
10023089,Itchy,10037087,,,,,,,Y,
10023091,Itchy legs,10037087,,,,,,,Y,
10023093,Itchy scalp,10037087,,,,,,,Y,
10023145,Jaw cramp,10044684,,,,,,,Y,16603
10023158,Jaw spasm,10044684,,,,,,,Y,16602
10023197,Joint ache,10003239,63004,,ARTHRALGIA,,,,Y,11604
10023217,Joint inflammation,10003246,64004,,ARTHRITIS,,,,Y,11402
10023222,Joint pain,10003239,63005,,ARTHRALGIA,,,,Y,11603
10023477,Knee pain,10003239,,,PAIN,,,,Y,
10023552,Labored breathing,10013968,,,,,,,Y,
10023848,Laryngeal pain,10068319,,,,,,,Y,25402
10023874,Laryngitis,10023874,521001,3100,LARYNGITIS,,,,Y,254
10023922,Larynx pain,10068319,1648001,,,,,,Y,2592
10024125,Leg cramps,10028334,,,CRAMPS LEG,,,,Y,
10024127,Leg edema,10030124,,,,,,,Y,
10024129,Leg oedema,10030124,,,,,,,Y,
10024130,Leg pain,10033425,1439001,,,,,,Y,2594
10024419,Libido decreased,10024419,184001,3210,LIBIDO DEC,,,,Y,901
10024461,Light headedness,10013573,,,,,,,Y,
10024490,Light-headed,10013573,,,DIZZINESS,,,,Y,86901
10024492,Lightheadedness,10013573,,,,,,,Y,
10024561,Lip pain,10024561,,,,,,,Y,25206
10024564,Lip redness,10008417,,,,,,,Y,25204
10024568,Lip sore,10024561,,,,,,,Y,25202
10024569,Lip soreness,10024561,270003,,,,,,Y,
10024798,Loin pain,10003988,621003,,PAIN BACK,,,,Y,47803
10024838,Loose bowels,10012735,,,,,,,Y,
10024890,Low back ache,10003988,,,,,,,Y,
10024891,Low back pain,10003988,,,,,,,Y,
10024946,Lower extremities ulcers of,10040943,,,,,,,Y,105101
10024988,Lumbago,10003988,,,PAIN BACK,724.2,724.2,,Y,
10024998,Lumbar pain,10003988,717010,,,,,,Y,74408
10025423,Maculo-papular rash,10037868,,,,,,,Y,
10025424,Maculopapular rash,10037868,,4425,RASH MAC PAP,,,,Y,
10025503,Male erectile disorder,10061461,,,,,,,Y,
10027171,Memory deficit,10027175,,,,,,,Y,
10027172,Memory disturbance,10027175,164006,,AMNESIA,,,,Y,22602
10027174,Memory impaired,10027175,,,AMNESIA,,,,Y,
10027175,Memory impairment,10027175,164003,,,,,,Y,22603
10027317,Menses irregular,10027339,,,METRORRHAGIA,,,,Y,
10027333,Menstrual irregularity,10027339,657004,,METRORRHAGIA,,,,Y,20107
10027339,Menstruation irregular,10027339,,,,,,,Y,
10027346,Mental concentration decreased,10013496,,,,,,,Y,211002
10027347,Mental concentration difficult,10013496,,,,,,,Y,
10027349,Mental concentration impaired,10013496,,,,,,,Y,
10028021,Mouth dry,10013781,218001,,DRY MOUTH,,,,Y,258
10028022,Mouth feeling dry,10013781,,,,,,,Y,25804
10028026,Mouth irritation,10042128,327003,,STOMATITIS,,,,Y,25709
10028030,Mouth pain,10031009,,,,,,,Y,25710
10028130,Mucositis oral,10042128,,,STOMATITIS,,,,Y,
10028287,Muscle ache,10028411,73006,,MYALGIA,,,,Y,17404
10028313,Muscle inflammation,10028653,,,,,,,Y,
10028322,Muscle pain,10028411,73004,,MYALGIA,,,,Y,17405
10028332,Muscle soreness,10028411,,,MYALGIA,,,,Y,
10028334,Muscle spasms,10028334,,,,,,,Y,
10028350,Muscle weakness,10028372,,,,,,,Y,
10028361,Muscular pain,10028411,,,,,,,Y,
10028372,Muscular weakness,10028372,,,MYASTHENIA,,,,Y,
10028391,Musculoskeletal pain,10028391,,,,,,,Y,
10028399,Mushy stool,10012735,,,,,,,Y,22204
10028411,Myalgia,10028411,73001,3470,MYALGIA,,,,Y,174
10028653,Myositis,10028653,748001,3525,MYOSITIS,,,,Y,165
10028689,Nail changes,10028694,20007,,,,,,Y,65709
10028690,Nail deformation,10028694,,,,,,,Y,65704
10028691,Nail discoloration,10028692,,,NAIL DIS,,,,Y,
10028692,Nail discolouration,10028692,1634001,,,,,,Y,2620
10028694,Nail disorder,10028694,20001,3530,NAIL DIS,,,,Y,657
10028723,Nasal bleeding,10015090,515005,,,,,,Y,76903
10028735,Nasal congestion,10028735,539011,,RHINITIS,,,,Y,76719
10028746,Nasal mucus blood tinged,10015090,,,,,,,Y,
10028748,Nasal obstruction,10067775,,,,,,,Y,76713
10028771,Nasal stuffiness,10028735,,,RHINITIS,,,,Y,
10028822,Nauseated,10028813,,,,,,,Y,
10028823,Nauseous,10028813,,,,,,,Y,
10028828,Neck cramps,10028334,,,,,,,Y,1028
10028836,Neck pain,10028836,,3935,PAIN NECK,,,,Y,
10029181,Nerve pain,10029223,124003,,NEURALGIA,,,,Y,42401
10029216,Nervousness,10029216,188001,3665,NERVOUSNESS,799.2,799.2,,Y,421
10029223,Neuralgia,10029223,124001,3670,NEURALGIA,,,,Y,424
10029224,Neuralgia affecting finger tips,10029223,,,,,,,Y,
10029404,Night blindness,10029404,,735,BLIND NIGHT,368.6,368.6,,Y,
10029792,Nose bleed,10015090,,,,,,,Y,
10029793,Nose bleeds,10015090,,,,,,,Y,
10029794,Nose congestion,10028735,539004,,RHINITIS,,,,Y,76708
10029864,Nystagmus,10029864,131001,3735,NYSTAGMUS,,,,Y,112
10029986,Obtundation mental,10012373,,,THINKING ABNORM,,,,Y,
10030065,Ocular stinging,10015958,,,,,,,Y,
10030092,Odor body,10040904,,,BODY ODOR,,,,Y,
10030096,Oedema arms,10030124,,,,,,,Y,
10030105,Oedema legs,10030124,401004,,EDEMA PERIPH,,,,Y,2030
10030115,Oedema of extremities,10030124,401003,,,,,,Y,84904
10030117,Oedema of legs,10030124,,,,,,,Y,
10030121,Oedema palmar,10030124,,,,,,,Y,84905
10030124,Oedema peripheral,10030124,401001,,EDEMA PERIPH,,,,Y,849
10030134,Oedematous feet,10030124,,,,,,,Y,
10030974,Oral dryness,10013781,218004,,DRY MOUTH,,,,Y,25803
10030990,Oral mucosa pain,10031009,,,,,,,Y,25705
10030991,Oral mucosa redness,10042128,,,,,,,Y,25706
10031009,Oral pain,10031009,,,,,,,Y,
10031011,Oral redness,10042128,,,,,,,Y,25704
10031053,Orbital pain,10015958,,,,,,,Y,12301
10031304,Otalgia,10014020,,,,388.7,388.7,,Y,
10033374,Pain abdominal,10000081,,,PAIN ABDO,,,,Y,
10033379,Pain ankle,10003239,,,PAIN,,,,Y,
10033380,Pain back,10003988,,,PAIN BACK,,,,Y,
10033381,Pain behind eyes,10015958,,,,,,,Y,
10033383,Pain bladder,10005063,,,PAIN,,,,Y,
10033385,Pain breast,10006298,,,PAIN BREAST,,,,Y,
10033387,Pain chest,10008479,,,PAIN CHEST,,,,Y,
10033393,Pain ear,10014020,,,PAIN EAR,,,,Y,
10033397,Pain eye,10015958,,,PAIN EYE,,,,Y,
10033400,Pain foot,10033425,,,PAIN,,,,Y,
10033401,Pain gas,10016766,,,PAIN ABDO,,,,Y,
10033404,Pain gum,10018286,,,GINGIVITIS,,,,Y,
10033405,Pain head,10019211,,,HEADACHE,,,,Y,
10033420,Pain in ankle,10003239,,,,,,,Y,
10033421,Pain in arm,10033425,,,,,,,Y,
10033422,Pain in calf,10033425,,,,,,,Y,
10033423,Pain in ear,10014020,,,,,,,Y,
10033424,Pain in elbow,10003239,,,,,,,Y,
10033425,Pain in extremity,10033425,,3918,,,,,Y,
10033426,Pain in eyes,10015958,,,,,,,Y,
10033427,Pain in face,10016059,730006,,,,,,Y,68322
10033428,Pain in fingers,10033425,,,,,,,Y,
10033429,Pain in foot,10033425,,,,,,,Y,
10033430,Pain in hand,10033425,,,,,,,Y,
10033431,Pain in heel,10033425,,,,,,,Y,
10033432,Pain in hip,10003239,,,,,,,Y,
10033434,Pain in joint,10003239,,,,719.4,719.4,,Y,
10033445,Pain in knee,10003239,,,,,,,Y,
10033446,Pain in leg,10033425,,,,,,,Y,
10033447,Pain in limb,10033425,1439005,,,729.5,729.5,,Y,
10033449,Pain in testis,10043345,,,,,,,Y,
10033451,Pain in thumb,10033425,,,,,,,Y,
10033452,Pain in toe,10033425,,,,,,,Y,
10033456,Pain joint,10003239,,,ARTHRALGIA,,,,Y,
10033458,Pain knee,10003239,,,PAIN,,,,Y,
10033459,Pain legs,10033425,1439004,,,,,,Y,259402
10033460,Pain loin,10003988,,,PAIN BACK,,,,Y,
10033464,Pain mouth,10031009,,,STOMATITIS,,,,Y,
10033465,Pain mucosal,10033371,,,,,,,Y,68310
10033466,Pain muscle,10028411,,,MYALGIA,,,,Y,
10033467,Pain neck,10028836,,,PAIN NECK,,,,Y,
10033469,Pain nerve,10029223,,,NEURALGIA,,,,Y,
10033471,Pain of extremities,10033425,,,,,,,Y,
10033474,Pain of skin,10033474,,,,,,,Y,68313
10033476,Pain oral,10031009,,,,,,,Y,
10033478,Pain over the back,10003988,,,,,,,Y,
10033479,Pain pelvic,10034263,,,PAIN PELVIC,,,,Y,
10033482,Pain pleural,10035623,,,PAIN,,,,Y,
10033485,Pain prostatic,10036968,,,PAIN,,,,Y,
10033494,Pain throat,10068319,,,PHARYNGITIS,,,,Y,
10033498,Pain urethral,10046461,,,PAIN URETHRA,,,,Y,
10033499,Pain worsened,10033371,,,,,,,Y,
10033501,Painful ankle,10003239,,,,,,,Y,
10033503,Painful arm,10033425,,,,,,,Y,
10033504,Painful breasts,10006298,,,,,,,Y,
10033506,Painful feet,10033425,,,,,,,Y,
10033508,Painful hand,10033425,,,,,,,Y,
10033509,Painful hips,10003239,,,,,,,Y,
10033510,Painful intercourse,10013941,,,,,,,Y,
10033511,Painful joints,10003239,,,,,,,Y,
10033512,Painful knee,10003239,,,,,,,Y,
10033516,Painful red eyes,10015958,,,,,,,Y,
10033522,Pains in legs,10033425,,,,,,,Y,
10033553,Palmar-plantar erythrodysaesthesia syndrome,10033553,,,,,,,Y,
10033557,Palpitations,10033557,,,,785.1,785.1,,Y,
10033775,Paraesthesia,10033775,137001,,PARESTHESIA,,,,Y,295
10034009,Parkinsonian-like tremor,10044565,,,,,,,Y,
10034016,Paronychia,10034016,1424001,,NAIL DIS,,,,Y,2429
10034206,Pedal edema,10030124,,,,,,,Y,
10034263,Pelvic pain,10034263,730004,3940,PAIN PELVIC,,,,Y,68321
10034310,Penile pain,10034310,,,,,,,Y,
10034546,Periorbital pain,10015958,,,,,,,Y,
10034570,Peripheral edema,10030124,,1630,EDEMA PERIPH,,,,Y,
10034611,Peripheral oedema,10030124,,,,,,,Y,
10034620,Peripheral sensory neuropathy,10034620,1313003,,,,,,Y,237402
10034734,Perspiration excessive,10020642,43005,,SWEAT,,,,Y,74907
10034835,Pharyngitis,10034835,523001,4115,PHARYNGITIS,,,,Y,36
10034924,Phonation difficulty,10013952,,,,,,,Y,6605
